 (1,6,4,5,12,5,4)
 (1,6,4,3,13,-,-)}
 (1,6,4,4,13,5,4)
 (1,6,4,5,13,5,3)
 (1,6,4,3,14,-,4)
 (1,6,4,5,14,5,3)
 (1,6,4,4,15,-,4)
 (1,6,4,5,16,-,4)
 (1,6,4,7,16,-,4)
 (1,6,4,4,17,-,4)
 (1,6,4,5,17,-,4)
 (1,6,4,6,17,-,4)
 (1,6,4,7,17,-,4)
 (1,6,4,5,18,-,3)
 (1,6,4,7,18,-,4)
 (1,6,4,5,19,-,4)
 (1,6,4,7,19,-,3)
 (1,6,4,8,19,-,4)
 (1,6,4,8,21,-,4)
 (1,6,4,9,22,-,4)
 (1,6,4,9,23,-,3)
 (1,10,5,4,21,9,8)
 (1,10,5,5,21,-,8)
 (1,10,5,8,21,-,6)
 (1,10,5,5,22,-,8)
 (1,10,5,9,22,9,6)
 (1,10,5,4,23,-,8)
 (1,10,5,5,23,-,6)
 (1,10,5,6,23,-,7)
 (1,10,5,7,23,9,6)
 (1,10,5,9,23,-,8)
 (1,10,5,10,23,-,8)
 (1,10,5,5,24,-,6)
 (1,10,5,7,24,-,8)
 (1,10,5,4,25,-,8)
 (1,10,5,6,25,-,8)
 (1,10,5,7,25,-,8)
 (1,10,5,9,25,-,8)
 (1,10,5,11,25,-,8)
 (1,10,5,7,26,-,7)
 (1,10,5,11,26,-,7)
 (1,10,5,7,27,-,8)
 (1,10,5,8,27,-,6)
 (1,10,5,7,29,-,8)
 (1,10,5,8,29,-,7)
 (1,10,5,9,29,-,8)
 (1,10,5,7,30,-,7)
 (1,10,5,13,30,-,6)
 (1,10,5,8,31,-,8)
 (1,10,5,9,31,-,8)
 (1,10,5,9,32,-,7)
 (1,10,5,8,33,-,7)
 (1,10,5,9,34,-,7)
 (1,10,5,9,35,-,7)
 (1,15,6,7,30,14,11)
 (1,15,6,11,30,14,10)
 (1,15,6,13,30,14,12)
 (1,15,6,5,31,-,13)
 (1,15,6,6,31,14,11)
 (1,15,6,7,31,14,12)
 (1,15,6,9,31,14,12)
 (1,15,6,12,31,14,12)
 (1,15,6,13,31,14,11)
 (1,15,6,5,32,-,13)
 (1,15,6,7,32,14,9)
 (1,15,6,9,32,14,10)
 (1,15,6,13,32,14,10)
 (1,15,6,5,33,-,11)
 (1,15,6,7,33,14,10)
 (1,15,6,10,33,-,11)
 (1,15,6,13,33,14,10)
 (1,15,6,14,33,14,10)
 (1,15,6,5,34,-,11)
 (1,15,6,7,34,14,10)
 (1,15,6,9,34,-,12)
 (1,15,6,13,34,-,12)
 (1,15,6,15,34,-,12)
 (1,15,6,6,35,-,11)
 (1,15,6,8,35,-,13)
 (1,15,6,13,35,-,13)
 (1,15,6,7,36,-,11)
 (1,15,6,11,36,-,12)
 (1,15,6,13,36,-,12)
 (1,15,6,6,37,-,12)
 (1,15,6,7,37,-,12)
 (1,15,6,8,37,-,11)
 (1,15,6,10,37,-,10)
 (1,15,6,14,37,-,12)
 (1,15,6,15,37,-,11)
 (1,15,6,16,37,-,12)
 (1,15,6,7,38,-,11)
 (1,15,6,9,38,-,12)
 (1,15,6,17,38,-,12)
 (1,15,6,7,39,-,10)
 (1,15,6,14,39,-,11)
 (1,15,6,16,39,-,10)
 (1,15,6,17,39,-,11)
 (1,15,6,7,40,-,11)
 (1,15,6,9,40,-,11)
 (1,15,6,17,40,-,10)
 (1,15,6,7,41,-,10)
 (1,15,6,9,41,-,11)
 (1,15,6,11,41,-,11)
 (1,15,6,17,41,-,13)
 (1,15,6,18,41,-,12)
 (1,15,6,11,42,-,12)
 (1,15,6,10,43,-,11)
 (1,15,6,18,43,-,10)
 (1,15,6,19,43,-,11)
 (1,15,6,19,44,-,11)
 (1,15,6,19,45,-,11)
 (1,15,6,11,46,-,12)
 (1,15,6,11,47,-,11)
 (1,15,6,20,47,-,10)
 (1,21,7,6,43,20,17)
 (1,21,7,7,43,-,17)
 (1,21,7,8,43,20,16)
 (1,21,7,9,43,20,15)
 (1,21,7,10,43,20,15)
 (1,21,7,12,43,20,15)
 (1,21,7,13,43,-,16)
 (1,21,7,16,43,-,17)
 (1,21,7,18,43,-,17)
 (1,21,7,19,43,20,17)
 (1,21,7,7,44,-,17)
 (1,21,7,13,44,-,17)
 (1,21,7,17,44,20,16)
 (1,21,7,19,44,20,15)
 (1,21,7,7,45,-,17)
 (1,21,7,8,45,-,16)
 (1,21,7,13,45,20,15)
 (1,21,7,17,45,-,17)
 (1,21,7,19,45,-,15)
 (1,21,7,7,46,-,15)
 (1,21,7,13,46,20,16)
 (1,21,7,17,46,-,17)
 (1,21,7,19,46,-,16)
 (1,21,7,6,47,-,17)
 (1,21,7,7,47,-,15)
 (1,21,7,8,47,-,16)
 (1,21,7,9,47,20,15)
 (1,21,7,10,47,20,15)
 (1,21,7,11,47,-,16)
 (1,21,7,13,47,-,16)
 (1,21,7,14,47,-,18)
 (1,21,7,17,47,-,17)
 (1,21,7,18,47,-,16)
 (1,21,7,20,47,-,17)
 (1,21,7,21,47,-,17)
 (1,21,7,7,48,-,15)
 (1,21,7,11,48,-,16)
 (1,21,7,13,48,-,16)
 (1,21,7,6,49,-,18)
 (1,21,7,8,49,-,17)
 (1,21,7,9,49,-,17)
 (1,21,7,11,49,-,17)
 (1,21,7,13,49,-,17)
 (1,21,7,15,49,-,18)
 (1,21,7,18,49,-,17)
 (1,21,7,19,49,-,15)
 (1,21,7,20,49,-,17)
 (1,21,7,22,49,-,18)
 (1,21,7,9,50,-,15)
 (1,21,7,11,50,-,17)
 (1,21,7,19,50,-,16)
 (1,21,7,8,51,-,17)
 (1,21,7,11,51,-,16)
 (1,21,7,14,51,-,16)
 (1,21,7,19,51,-,16)
 (1,21,7,20,51,-,17)
 (1,21,7,23,51,-,17)
 (1,21,7,9,52,-,15)
 (1,21,7,11,52,-,15)
